,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean,grupa_limitowana,cena_hurtowa,cena_detaliczna,wysokosc_limitu,zakres_wskazan,poziom_odplatnosci,wysokosc_doplaty
2704,3046,Perindoprilum,Prestarium 10 mg, tabl. powl., 10 mg,30 szt. (1 blist.po 30 szt.),5909990336081,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",3182,3477,1142,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,2975
2705,3047,Perindoprilum,Prestarium 5 mg, tabl. powl., 5 mg,30 szt. (1 blist.po 30 szt.),5909990337774,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",2017,2180,571,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,1929
2706,3048,Perindoprilum + Amlodipinum,Amlessa, tabl., 4+10 mg,90 tabl.,5909990908189,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",3731,4126,1713,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,3373
2707,3049,Perindoprilum + Amlodipinum,Amlessa, tabl., 4+5 mg,90 tabl.,5909990908158,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",3731,4126,1713,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,3373
2708,3050,Perindoprilum + Amlodipinum,Amlessa, tabl., 8+10 mg,90 tabl.,5909990908264,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",7451,8068,3426,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,6562
2709,3051,Perindoprilum + Amlodipinum,Amlessa, tabl., 8+5 mg,90 tabl.,5909990908233,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",7451,8068,3426,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,6562
2710,3059,Perindoprilum argininum + Amlodipinum,Co-Prestarium, tabl., 10+10 mg,30 szt.,5909990669400,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",2812,3107,1142,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,2605
2711,3060,Perindoprilum argininum + Amlodipinum,Co-Prestarium, tabl., 10+5 mg,30 szt.,5909990669332,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",2812,3107,1142,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,2605
2712,3061,Perindoprilum argininum + Amlodipinum,Co-Prestarium, tabl., 5+10 mg,30 szt.,5909990669387,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",1843,2005,571,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,1754
2713,3062,Perindoprilum argininum + Amlodipinum,Co-Prestarium, tabl., 5+5 mg,30 szt.,5909990669301,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",1843,2005,571,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,1754
2714,3063,Phenobarbitalum,Luminalum, tabl., 100 mg,10 szt.,5909990260614,"155.2, Leki przeciwpadaczkowe do stosowania doustnego - fenobarbital - postacie do podawania doustnego",448,629,629,Padaczka,ryczałt,320
2715,3064,Phenobarbitalum,Luminalum Unia, tabl., 100 mg,10 szt. (1 blist.po 10 szt.),5909990812615,"155.2, Leki przeciwpadaczkowe do stosowania doustnego - fenobarbital - postacie do podawania doustnego",454,635,635,Padaczka,ryczałt,320
2716,3065,Phenoxymethylpenicillinum,Ospen 1000, tabl. powl., 1000000 j.m.,30 tabl.,5909990070923,"88.3, Penicylina do stosowania doustnego - penicylina fenoksymetylowa - stałe postacie farmaceutyczne",1526,1981,1981,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
2717,3066,Phenoxymethylpenicillinum,Ospen 1500, tabl. powl., 1500000 j.m.,12 szt.,5909990071012,"88.3, Penicylina do stosowania doustnego - penicylina fenoksymetylowa - stałe postacie farmaceutyczne",912,1224,1136,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,408
2718,3067,Phenoxymethylpenicillinum,Ospen 1500, tabl. powl., 1500000 j.m.,30 tabl.,5909990071029,"88.3, Penicylina do stosowania doustnego - penicylina fenoksymetylowa - stałe postacie farmaceutyczne",2245,2823,2823,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
2719,3068,Phenoxymethylpenicillinum,Ospen 750, zawiesina doustna, 750000 j.m./5 ml,150 ml,5909990363223,"88.4, Penicylina do stosowania doustnego - penicylina fenoksymetylowa - płynne postacie farmaceutyczne",2693,3348,3348,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
2720,3069,Phenoxymethylpenicillinum,Ospen 750, zawiesina doustna, 750000 j.m./5 ml,60 ml,5909990363216,"88.4, Penicylina do stosowania doustnego - penicylina fenoksymetylowa - płynne postacie farmaceutyczne",1077,1442,1442,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
2721,3070,Phenoxymethylpenicillinum kalicum,Ospen 1000, tabl. powl., 1000000 j.m.,12 szt.,5909990070916,"88.3, Penicylina do stosowania doustnego - penicylina fenoksymetylowa - stałe postacie farmaceutyczne",612,837,757,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,400
2722,3071,Phenytoinum,Phenytoinum WZF, tabl., 100 mg,60 szt. (4 blist.po 15 szt.),5909990093519,"156.0, Leki przeciwpadaczkowe do stosowania doustnego - fenytoina",1134,1511,1511,Padaczka,ryczałt,320
2723,3072,Phytomenadionum (vit. K1),Vitacon, tabl. drażowane, 10 mg,30 szt. (3 blist.po 10 szt.),5909990772810,"25.0, Witamina K i inne leki hemostatyczne - fytomenadion",1685,2172,2172,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
2724,3074,Piribedilum,Pronoran, tabl. powl. o przedłużonym uwalnianiu, 50 mg,30 szt. (2 blist.po 15 szt.),5909990846320,"170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych",2112,2593,1944,Choroba i zespół Parkinsona,30%,1232
2725,3075,Posaconazolum,Noxafil, zawiesina doustna, 40 mg/ml,105 ml,5909990335244,"112.0, Leki przeciwgrzybicze do stosowania ogólnego - pochodne triazolu - posaconazol",266531,269567,74478,"Zapobieganie inwazyjnym zakażeniom grzybiczym u pacjentów po przeszczepieniu szpiku (HSCT), którzy otrzymują duże dawki leków immunosupresyjnych z powodu choroby przeszczep przeciwko gospodarzowi i u których jest duże ryzyko rozwoju inwazyjnych zakażeń grzybiczych",ryczałt,195409
2726,3076,Posaconazolum,Posaconazole AHCL, zawiesina doustna, 40 mg/ml,105 ml,5055565754351,"112.0, Leki przeciwgrzybicze do stosowania ogólnego - pochodne triazolu - posaconazol",68040,71076,71076,"Zapobieganie inwazyjnym zakażeniom grzybiczym u pacjentów po przeszczepieniu szpiku (HSCT), którzy otrzymują duże dawki leków immunosupresyjnych z powodu choroby przeszczep przeciwko gospodarzowi i u których jest duże ryzyko rozwoju inwazyjnych zakażeń grzybiczych",ryczałt,320
2727,3077,Posaconazolum,Posaconazole Glenmark, zawiesina doustna, 40 mg/ml,105 ml,8595112678152,"112.0, Leki przeciwgrzybicze do stosowania ogólnego - pochodne triazolu - posaconazol",77112,80148,74478,"Zapobieganie inwazyjnym zakażeniom grzybiczym u pacjentów po przeszczepieniu szpiku (HSCT), którzy otrzymują duże dawki leków immunosupresyjnych z powodu choroby przeszczep przeciwko gospodarzowi i u których jest duże ryzyko rozwoju inwazyjnych zakażeń grzybiczych",ryczałt,5990
2728,3078,Posaconazolum,Posaconazole Mylan, zawiesina doustna, 40 mg/ml,105 ml,5901797710743,"112.0, Leki przeciwgrzybicze do stosowania ogólnego - pochodne triazolu - posaconazol",95483,98519,74478,"Zapobieganie inwazyjnym zakażeniom grzybiczym u pacjentów po przeszczepieniu szpiku (HSCT), którzy otrzymują duże dawki leków immunosupresyjnych z powodu choroby przeszczep przeciwko gospodarzowi i u których jest duże ryzyko rozwoju inwazyjnych zakażeń grzybiczych",ryczałt,24361
2729,3079,Posaconazolum,Posaconazole Sandoz, zawiesina doustna, 40 mg/ml,105 ml,7613421033408,"112.0, Leki przeciwgrzybicze do stosowania ogólnego - pochodne triazolu - posaconazol",95256,98292,74478,"Zapobieganie inwazyjnym zakażeniom grzybiczym u pacjentów po przeszczepieniu szpiku (HSCT), którzy otrzymują duże dawki leków immunosupresyjnych z powodu choroby przeszczep przeciwko gospodarzowi i u których jest duże ryzyko rozwoju inwazyjnych zakażeń grzybiczych",ryczałt,24134
2730,3080,Posaconazolum,Posaconazole Stada, zawiesina doustna, 40 mg/ml,105 ml,5909991368562,"112.0, Leki przeciwgrzybicze do stosowania ogólnego - pochodne triazolu - posaconazol",71442,74478,74478,"Zapobieganie inwazyjnym zakażeniom grzybiczym u pacjentów po przeszczepieniu szpiku (HSCT), którzy otrzymują duże dawki leków immunosupresyjnych z powodu choroby przeszczep przeciwko gospodarzowi i u których jest duże ryzyko rozwoju inwazyjnych zakażeń grzybiczych",ryczałt,320
2731,3081,Posaconazolum,Posaconazole Teva, zawiesina doustna, 40 mg/ml,105 ml,5909991422059,"112.0, Leki przeciwgrzybicze do stosowania ogólnego - pochodne triazolu - posaconazol",71442,74478,74478,"Zapobieganie inwazyjnym zakażeniom grzybiczym u pacjentów po przeszczepieniu szpiku (HSCT), którzy otrzymują duże dawki leków immunosupresyjnych z powodu choroby przeszczep przeciwko gospodarzowi i u których jest duże ryzyko rozwoju inwazyjnych zakażeń grzybiczych",ryczałt,320
2732,3083,Pramipexolum,Oprymea, tabl. o przedł. uwalnianiu, 1.05 mg,30 szt.,5909991238582,"170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych",4026,4871,4666,"Leczenie objawów idiopatycznej choroby Parkinsona u dorosłych, w monoterapii (bez lewodopy) lub w skojarzeniu z lewodopą, tzn. w czasie trwania choroby, do jej późnych okresów, kiedy działanie lewodopy słabnie lub staje się nierówne i występują wahania skuteczności leczenia (wyczerpanie dawki lub efekt przełączania-zjawisko „on-off”)",30%,1605
2733,3084,Pramipexolum,Oprymea, tabl. o przedł. uwalnianiu, 1.57 mg,30 szt.,5909991238629,"170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych",5954,6999,6999,"Leczenie objawów idiopatycznej choroby Parkinsona u dorosłych, w monoterapii (bez lewodopy) lub w skojarzeniu z lewodopą, tzn. w czasie trwania choroby, do jej późnych okresów, kiedy działanie lewodopy słabnie lub staje się nierówne i występują wahania skuteczności leczenia (wyczerpanie dawki lub efekt przełączania-zjawisko „on-off”)",30%,2100
2734,3085,Pramipexolum,Oprymea, tabl. o przedł. uwalnianiu, 2.1 mg,30 szt.,5909991238667,"170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych",8051,9295,9295,"Leczenie objawów idiopatycznej choroby Parkinsona u dorosłych, w monoterapii (bez lewodopy) lub w skojarzeniu z lewodopą, tzn. w czasie trwania choroby, do jej późnych okresów, kiedy działanie lewodopy słabnie lub staje się nierówne i występują wahania skuteczności leczenia (wyczerpanie dawki lub efekt przełączania-zjawisko „on-off”)",30%,2789
2735,3086,Prednisolonum,Encortolon, tabl., 5 mg,20 szt.,5904374007946,"82.4, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednisolon",1009,1272,878,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,714
2736,3087,Prednisolonum,Encortolon, tabl., 5 mg,20 szt.,5909990170715,"82.4, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednisolon",1020,1283,878,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,725
2737,3088,Prednisolonum,Predasol, tabletki, 20 mg,20 tabl.,5909991356712,"82.4, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednisolon",2835,3510,3510,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,427
2738,3089,Prednisonum,Encorton, tabl., 1 mg,20 szt.,5909991289416,"82.5, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednison",782,820,118,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,820
2739,3090,Prednisonum,Encorton, tabl., 1 mg,20 szt.,5909991289416,"82.5, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednison",782,820,118,Nowotwory złośliwe,bezpłatny do limitu,702
2740,3091,Prednisonum,Encorton, tabl., 1 mg,20 szt.,5909990170616,"82.5, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednison",794,832,118,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,832
2741,3092,Prednisonum,Encorton, tabl., 1 mg,20 szt.,5909990170616,"82.5, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednison",794,832,118,Nowotwory złośliwe,bezpłatny do limitu,714
2742,3093,Prednisonum,Encorton, tabl., 10 mg,20 szt.,5909990405312,"82.5, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednison",1701,2034,1184,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,1170
2743,3094,Prednisonum,Encorton, tabl., 10 mg,20 szt.,5909990405312,"82.5, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednison",1701,2034,1184,Nowotwory złośliwe,bezpłatny do limitu,850
2744,3095,Prednisonum,Encorton, tabl., 20 mg,20 szt.,5909990405411,"82.5, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednison",2268,2795,2368,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,854
2745,3096,Prednisonum,Encorton, tabl., 20 mg,20 szt.,5909990405411,"82.5, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednison",2268,2795,2368,Nowotwory złośliwe,bezpłatny do limitu,427
2746,3097,Prednisonum,Encorton, tabl., 5 mg,100 szt.,5909990641192,"82.5, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednison",2357,2960,2960,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,533
2747,3098,Prednisonum,Encorton, tabl., 5 mg,100 szt.,5909990641192,"82.5, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednison",2357,2960,2960,Nowotwory złośliwe,bezpłatny do limitu,0
2748,3099,Prednisonum,Encorton, tabl., 5 mg,20 szt.,5909990641185,"82.5, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednison",1021,1209,592,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,937
2749,3100,Prednisonum,Encorton, tabl., 5 mg,20 szt.,5909990641185,"82.5, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - prednison",1021,1209,592,Nowotwory złośliwe,bezpłatny do limitu,617
2750,3101,Pregabalinum,Lyrica, kaps. twarde, 150 mg,14 szt.,5909990009350,"242.0, Leki działające na układ nerwowy - pregabalina",1971,2537,2537,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,320
2751,3102,Pregabalinum,Lyrica, kapsułki twarde, 150 mg,56 kaps.,5901878600550,"242.0, Leki działające na układ nerwowy - pregabalina",8874,10146,10146,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,320
2752,3103,Pregabalinum,Lyrica, kaps. twarde, 150 mg,56 szt.,5903792743252,"242.0, Leki działające na układ nerwowy - pregabalina",8890,10161,10161,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,320
2753,3104,Pregabalinum,Lyrica, kaps. twarde, 150 mg,56 szt.,5909990009367,"242.0, Leki działające na układ nerwowy - pregabalina",8948,10220,10180,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,360
2754,3105,Pregabalinum,Lyrica, kaps. twarde, 75 mg,14 szt.,5909990009282,"242.0, Leki działające na układ nerwowy - pregabalina",1159,1520,1273,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,567
2755,3106,Pregabalinum,Lyrica, kapsułki twarde, 75 mg,56 kaps.,5901878600543,"242.0, Leki działające na układ nerwowy - pregabalina",4219,5090,5090,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,320
2756,3107,Pregabalinum,Lyrica, kaps. twarde, 75 mg,56 szt.,5909990009299,"242.0, Leki działające na układ nerwowy - pregabalina",4221,5093,5090,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,323
2757,3108,Pregabalinum,Naxalgan, kaps. twarde, 150 mg,60 szt.,5909991378295,"242.0, Leki działające na układ nerwowy - pregabalina",9526,10828,10828,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,320
2758,3109,Pregabalinum,Naxalgan, kaps. twarde, 300 mg,60 szt.,5909991378356,"242.0, Leki działające na układ nerwowy - pregabalina",19051,20753,20753,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,640
2759,3110,Pregabalinum,Naxalgan, kaps. twarde, 75 mg,60 szt.,5909991378226,"242.0, Leki działające na układ nerwowy - pregabalina",4763,5665,5454,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,531
2760,3111,Pregabalinum,Preato, tabl., 100 mg,56 szt.,5909991400460,"242.0, Leki działające na układ nerwowy - pregabalina",2722,3734,3734,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,320
2761,3112,Pregabalinum,Preato, tabl., 150 mg,56 szt.,5909991400477,"242.0, Leki działające na układ nerwowy - pregabalina",3289,4561,4561,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,320
2762,3113,Pregabalinum,Preato, tabl., 200 mg,56 szt.,5909991400484,"242.0, Leki działające na układ nerwowy - pregabalina",4082,5494,5494,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,398
2763,3114,Pregabalinum,Preato, tabl., 75 mg,28 szt.,5909991421236,"242.0, Leki działające na układ nerwowy - pregabalina",1531,2097,2097,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,320
2764,3115,Pregabalinum,Preato, tabl., 75 mg,56 szt.,5909991400453,"242.0, Leki działające na układ nerwowy - pregabalina",2155,3027,3027,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,320
2765,3116,Pregabalinum,Pregabalin Sandoz, kapsułki twarde, 150 mg,70 kaps.,5907626705072,"242.0, Leki działające na układ nerwowy - pregabalina",11397,12774,12725,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,422
2766,3117,Pregabalinum,Pregabalin Sandoz, kapsułki twarde, 75 mg,70 kaps.,5907626704839,"242.0, Leki działające na układ nerwowy - pregabalina",5698,6675,6363,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,ryczałt,632
2767,3118,Progesteronum,Luteina, tabl. dopochwowe, 100 mg,30 szt.,5909991076207,"65.1, Hormony płciowe - progestageny - progesteron stosowane doustnie i dopochwowo",4536,5440,5188,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,608
2768,3119,Progesteronum,Luteina, tabl. dopochwowe, 100 mg,60 tabl.,5909991103231,"65.1, Hormony płciowe - progestageny - progesteron stosowane doustnie i dopochwowo",9072,10376,10376,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,711
2769,3120,Progesteronum,Luteina, tabl. dopochwowe, 200 mg,30 szt.,5909991076238,"65.1, Hormony płciowe - progestageny - progesteron stosowane doustnie i dopochwowo",9070,10374,10374,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,711
