,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean
21645,1140,Doxazosinum,Apo-Doxan 4, tabl., 4 mg,30 szt.,5909990969715
21647,1142,Doxazosinum,Apo-Doxan 4, tabl., 4 mg,60 szt.,5909991271367
21649,1144,Doxazosinum,Cardura XL, tabl. o zmodyfikowanym uwalnianiu, 4 mg,30 szt.,5909990431410
21651,1146,Doxazosinum,Cardura XL, tabl. o zmodyfikowanym uwalnianiu, 8 mg,30 szt.,5909990431519
21653,1148,Doxazosinum,Doxanorm, tabl., 1 mg,30 szt.,5909990854318
21655,1150,Doxazosinum,Doxanorm, tabl., 2 mg,30 szt.,5909990854417
21657,1152,Doxazosinum,Doxanorm, tabl., 4 mg,30 szt.,5909990854516
21659,1154,Doxazosinum,Doxar, tabl., 1 mg,30 szt.,5909990484911
21661,1156,Doxazosinum,Doxar, tabl., 2 mg,30 szt.,5909990485017
21663,1158,Doxazosinum,Doxar, tabl., 4 mg,120 szt.,5908289660289
21665,1160,Doxazosinum,Doxar, tabl., 4 mg,30 szt.,5909990485116
21667,1162,Doxazosinum,Doxar XL, tabl. o przedłużonym uwalnianiu, 4 mg,30 szt.,5909990790951
21669,1164,Doxazosinum,Doxar XL, tabl. o przedłużonym uwalnianiu, 4 mg,90 szt.,5909990884582
21671,1166,Doxazosinum,Doxazosin XR Genoptim, tabl. o przedł. uwalnianiu, 4 mg,30 szt.,5909990066797
21673,1168,Doxazosinum,Doxonex, tabl., 2 mg,30 szt.,5909991149611
21675,1170,Doxazosinum,Doxonex, tabl., 4 mg,30 szt.,5909991149710
21677,1172,Doxazosinum,Dozox, tabl., 4 mg,30 szt.,5901720140005
21679,1174,Doxazosinum,Dozox, tabl., 4 mg,90 szt.,5901720140012
21681,1176,Doxazosinum,Kamiren, tabl., 2 mg,30 szt.,5909990491315
21683,1178,Doxazosinum,Kamiren, tabl., 4 mg,30 szt.,5909990491414
21685,1180,Doxazosinum,Kamiren XL, tabl. o zmodyfikowanym uwalnianiu, 4 mg,30 szt.,5909990022571
21687,1182,Doxazosinum,Kamiren XL, tabl. o zmodyfikowanym uwalnianiu, 4 mg,60 szt.,5909991013820
21689,1184,Doxazosinum,Zoxon 1, tabl., 1 mg,30 szt.,5909990903320
21691,1186,Doxazosinum,Zoxon 2, tabl., 2 mg,30 szt.,5909990903429
21693,1188,Doxazosinum,Zoxon 4, tabl., 4 mg,30 szt.,5909990903511
21695,1190,Doxazosinum,Zoxon 4, tabl., 4 mg,90 szt.,5909990080267
21697,1192,Doxycyclinum,Doxycyclinum Polfarmex, kaps. twarde, 100 mg,10 szt.,5909991330576
21698,1193,Doxycyclinum,Doxycyclinum TZF, kaps. twarde, 100 mg,10 szt.,5909990072316
21699,1194,Dulaglutidum,Trulicity, roztwór do wstrzykiwań, 0.75 mg,"2 wstrzykiwacze po 0,5 ml",5909991219130
21700,1195,Dulaglutidum,Trulicity, roztwór do wstrzykiwań, 1.5 mg,"2 wstrzykiwacze po 0,5 ml",5909991219161
21701,1196,Dulaglutidum,Trulicity, roztwór do wstrzykiwań, 3 mg,"2 wstrzykiwacze po 0,5 ml",8594012697638
21702,1197,Dulaglutidum,Trulicity, roztwór do wstrzykiwań, 4.5 mg,"2 wstrzykiwacze po 0,5 ml",8594012697645
21703,1198,Duloxetinum,AuroDulox, kaps. dojelitowe twarde, 30 mg,28 szt.,5909991432980
21704,1199,Duloxetinum,AuroDulox, kaps. dojelitowe twarde, 60 mg,28 szt.,5909991432997
21705,1200,Duloxetinum,Depratal, tabl. dojelitowe, 30 mg,28 szt.,5909991324551
21706,1201,Duloxetinum,Depratal, tabl. dojelitowe, 30 mg,56 szt.,5906414003185
21707,1202,Duloxetinum,Depratal, tabl. dojelitowe, 60 mg,28 szt.,5909991324537
21708,1203,Duloxetinum,Depratal, tabl. dojelitowe, 60 mg,56 szt.,5906414003192
21709,1204,Duloxetinum,Dulofor, kaps. dojelitowe twarde, 30 mg,28 szt.,5909991419776
21710,1205,Duloxetinum,Dulofor, kaps. dojelitowe twarde, 60 mg,28 szt.,5909991419813
21711,1206,Duloxetinum,Duloxetine +pharma, kaps. dojelitowe# twarde, 30 mg,30 szt.,5901720140296
21712,1207,Duloxetinum,Duloxetine +pharma, kaps. dojelitowe# twarde, 60 mg,30 szt.,5901720140210
21713,1208,Duloxetinum,Duloxetine Mylan, kaps. dojelitowe twarde, 30 mg,28 szt.,5901797710644
21714,1209,Duloxetinum,Duloxetine Mylan, kaps. dojelitowe twarde, 60 mg,28 szt.,5901797710668
21715,1210,Duloxetinum,Duloxetine Zentiva, kaps. dojelitowe twarde, 30 mg,28 szt.,5909991231040
21719,1214,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 30 mg,28 szt.,5909991222239
21720,1215,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 30 mg,56 szt.,5909991222253
21721,1216,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 60 mg,28 szt.,5909991480745
21722,1217,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 60 mg,28 szt.,5909991222321
21723,1218,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 60 mg,56 szt.,5909991480752
21724,1219,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 60 mg,56 szt.,5909991222345
21725,1220,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 90 mg,28 szt.,5909991352172
21726,1221,Duloxetinum,Dulxetenon, kaps. dojelitowe twarde, 120 mg,28 szt.,5909991468699
21727,1222,Duloxetinum,Dulxetenon, kaps. dojelitowe twarde, 30 mg,28 szt.,5909991396688
21728,1223,Duloxetinum,Dulxetenon, kaps. dojelitowe twarde, 60 mg,28 szt.,5909991396664
21729,1224,Duloxetinum,Dulxetenon, kaps. dojelitowe twarde, 90 mg,28 szt.,5909991468651
21730,1225,Duloxetinum,Dutilox, kaps. dojelitowe twarde, 30 mg,28 szt.,5909991249540
21731,1226,Duloxetinum,Dutilox, kaps. dojelitowe twarde, 30 mg,56 szt.,5909991249618
21732,1227,Duloxetinum,Dutilox, kaps. dojelitowe twarde, 60 mg,28 szt.,5909991249885
21733,1228,Duloxetinum,Dutilox, kaps. dojelitowe twarde, 60 mg,56 szt.,5909991249946
21734,1229,Dutasteridum,Adadut, kaps. miękkie, 0.5 mg,30 szt.,5909991328696
21735,1230,Dutasteridum,Dutazyr, kaps. miękkie, 0.5 mg,30 szt.,5909991456351
21736,1231,Dutasteridum,Findarts, kaps. miękkie, 0.5 mg,30 szt.,5909991460495
21737,1232,Dutasteridum,Findarts, kaps. miękkie, 0.5 mg,90 szt.,5909991460501
21738,1233,Empagliflozinum,Jardiance, tabl. powl., 10 mg,28 szt.,5909991138509
21739,1234,Enalaprili maleas,Enarenal, tabl., 10 mg,30 szt.,5909990015030
21740,1235,Enalaprili maleas,Enarenal, tabl., 10 mg,60 szt.,5909990015054
21741,1236,Enalaprili maleas,Enarenal, tabl., 20 mg,30 szt.,5909990020836
21742,1237,Enalaprili maleas,Enarenal, tabl., 20 mg,60 szt.,5909990020829
21743,1238,Enalaprili maleas,Enarenal, tabl., 5 mg,30 szt.,5909990014934
21744,1239,Enalaprili maleas,Enarenal, tabl., 5 mg,60 szt.,5909990014958
21745,1240,Enoxaparinum natricum,Clexane, roztwór do wstrzykiwań, 100 mg/1 ml,10 amp.-strz.po 1 ml,5909990774920
21746,1241,Enoxaparinum natricum,Clexane, roztwór do wstrzykiwań, 20 mg/0#2 ml,"10 amp.-strz.po 0,2 ml",5909990048328
21747,1242,Enoxaparinum natricum,Clexane, roztwór do wstrzykiwań, 40 mg/0#4 ml,"10 amp.-strz.po 0,4 ml",5909990048427
21748,1243,Enoxaparinum natricum,Clexane, roztwór do wstrzykiwań, 60 mg/0#6 ml,"10 amp.-strz.po 0,6 ml",5909990774821
21749,1244,Enoxaparinum natricum,Clexane, roztwór do wstrzykiwań, 80 mg/0#8 ml,"10 amp.-strz.po 0,8 ml",5909990775026
21750,1245,Enoxaparinum natricum,Clexane forte, roztwór do wstrzykiwań, 120 mg/0#8 ml,"10 amp.-strz.po 0,8 ml",5909990891429
21751,1246,Enoxaparinum natricum,Clexane forte, roztwór do wstrzykiwań, 150 mg/1 ml,10 amp.-strz.po 1 ml,5909990891528
21752,1247,Enoxaparinum natricum,Neoparin, roztwór do wstrzykiwań, 100 mg/1 ml,10 amp.-strz.po 1 ml,5906395161096
21753,1248,Enoxaparinum natricum,Neoparin, roztwór do wstrzykiwań, 20 mg/0#2 ml,"10 amp.-strz.po 0,2 ml",5906395161010
21754,1249,Enoxaparinum natricum,Neoparin, roztwór do wstrzykiwań, 40 mg/0#4 ml,"10 amp.-strz.po 0,4 ml",5906395161034
21755,1250,Enoxaparinum natricum,Neoparin, roztwór do wstrzykiwań, 60 mg/0#6 ml,"10 amp.-strz.po 0,6 ml",5906395161058
21756,1251,Enoxaparinum natricum,Neoparin, roztwór do wstrzykiwań, 80 mg/0#8 ml,"10 amp.-strz.po 0,8 ml",5906395161072
21757,1252,Enoxaparinum natricum,Neoparin Forte, roztwór do wstrzykiwań w ampułko-strzykawce, 120 mg/0#8 ml,10 amp.-strz.,5906395161126
21758,1253,Enoxaparinum natricum,Neoparin Forte, roztwór do wstrzykiwań w ampułko-strzykawce, 150 mg/1 ml,10 amp.-strz.,5906395161164
21759,1254,Enzyma pancreatis,Kreon 25 000, kaps. dojel., 25000 J.Ph.Eur.Lipazy,50 szt.,5909990042579
21760,1255,Ergotamini tartras,Ergotaminum Filofarm, tabl. drażowane, 1 mg,20 szt.,5909990211517
21761,1256,Esomeprazolum,Emanera, kaps. dojel. twarde, 20 mg,28 szt.,5909990926497
21762,1257,Esomeprazolum,Emanera, kaps. dojel. twarde, 20 mg,56 szt.,5909991074975
21763,1258,Esomeprazolum,Emanera, kaps. dojel. twarde, 40 mg,28 szt.,5909990926534
21764,1259,Esomeprazolum,Emanera, kaps. dojel. twarde, 40 mg,56 szt.,5909991074999
21765,1260,Esomeprazolum,Helides, kaps. dojel. twarde, 20 mg,28 szt.,5909990841332
21766,1261,Esomeprazolum,Helides, kaps. dojel. twarde, 20 mg,56 szt.,5909991195755
21767,1262,Esomeprazolum,Helides, kaps. dojel. twarde, 40 mg,28 szt.,5909990841363
21768,1263,Esomeprazolum,Helides, kaps. dojel. twarde, 40 mg,56 szt.,5909991195762
21769,1264,Esomeprazolum,Mesopral, kaps. dojel. twarde, 20 mg,28 szt. (blister),5909990876280
21770,1265,Esomeprazolum,Mesopral, kaps. dojel. twarde, 20 mg,56 szt.,5909990876327
21771,1266,Esomeprazolum,Mesopral, kaps. dojel. twarde, 20 mg,84 szt.,5903060619548
21772,1267,Esomeprazolum,Mesopral, kaps. dojel. twarde, 40 mg,28 szt. (blister),5909990876778
21773,1268,Esomeprazolum,Mesopral, kaps. dojel. twarde, 40 mg,56 szt.,5909990876808
21774,1269,Esomeprazolum,Mesopral, kaps. dojel. twarde, 40 mg,84 szt.,5903060619555
21775,1270,Esomeprazolum,Texibax, tabl. dojel., 20 mg,28 szt.,5909991268275
21776,1271,Esomeprazolum,Texibax, tabl. dojel., 40 mg,28 szt.,5909991268282
21777,1272,Estradioli valeras + Medroxyprogesteroni acetas,Divina, tabl., 2 mg# 2+10 mg,21 szt.,5909990661411
21778,1273,Estradioli valeras + Norgestrelum,Cyclo-Progynova, tabl. powl., 2;2+0#5 mg,21 szt.,5909990304219
21779,1274,Estradiolum,Divigel 0#1%, żel, 0.5 mg/0#5 g,28 sasz.,5909990447619
21780,1275,Estradiolum,Divigel 0#1%, żel, 1 mg/g,28 szasz. a 1g,5909990447718
21781,1276,Estradiolum,Divigel 0#1%, żel, 1 mg/g,28 szt.,5909991441678
21782,1277,Estradiolum,Divigel 0#1%, żel, 1 mg/g,28 szt.,5909991382100
21783,1278,Estradiolum,Estrofem, tabl. powl., 2 mg,28 szt.,5909990330713
21784,1279,Estradiolum,Estrofem mite, tabl. powl., 1 mg,28 szt.,5909990823215
21785,1280,Estradiolum,Systen 50, system transdermalny, 3.2 mg,6 szt.,5909990169214
21786,1281,Estradiolum + Drospirenonum,Angeliq, tabl. powl., 1+2 mg,28 szt.,5909990221073
21787,1282,Estradiolum + Dydrogesteronum,Femoston conti, tabl. powl., 1+5 mg,28 szt.,5909990973316
21788,1283,Estradiolum + Norethisteroni acetas,Kliogest, tabl. powl., 2+1 mg,28 szt.,5909990329717
21789,1284,Estradiolum + Norethisteroni acetas,Systen Conti, system transdermalny# plaster, 3#2+11#2 mg,8 szt.,5909990444717
21790,1285,Estradiolum + Norethisteroni acetas,Systen Sequi, system transdermalny# plaster, 3#2; 3#2+11#2 mg,8 szt. (4 plastry Systen 50 + 4 plastry Systen Conti),5909990444816
21791,1286,Estradiolum + Norethisteronum,Activelle, tabl. powl., 1+0#5 mg,28 szt.,5909990451210
21792,1287,Ethambutoli hydrochloridum,Ethambutol Teva, kaps., 250 mg,250 szt.,5909990227310
21793,1288,Ethinylestradiolum + Levonorgestrelum,Levomine, tabl. powl., 0#03+0#15 mg,21 szt.,5909990879458
21794,1289,Ethinylestradiolum + Levonorgestrelum,Levomine, tabl. powl., 30+150 μg,63 szt.,5909990879465
21795,1290,Ethinylestradiolum + Levonorgestrelum,Microgynon 21, tabl. powl., 30+150 μg,21 szt.,5909990060016
21796,1291,Ethinylestradiolum + Levonorgestrelum,Microgynon 21, tabl. powl., 30+150 μg,63 szt.,5909990060023
21797,1292,Ethinylestradiolum + Levonorgestrelum,Rigevidon, tabl. drażowane, 0#03+0#15 mg,21 szt.,5909991383817
21798,1293,Ethinylestradiolum + Levonorgestrelum,Rigevidon, tabl. powl., 0#03+0#15 mg,21 szt.,5909990873319
21799,1294,Ethinylestradiolum + Levonorgestrelum,Stediril 30, tabl. drażowane, 0#03+0#15 mg,21 szt.,5909990072514
21800,1295,Ethosuximidum,Petinimid, kaps., 250 mg,100 szt.,5909990244911
21801,1296,Everolimusum,Certican tabletki, tabl., 0.25 mg,60 szt.,5909990211654
21802,1297,Everolimusum,Certican tabletki, tabl., 0.5 mg,60 szt.,5909990211357
21803,1298,Everolimusum,Certican tabletki, tabl., 0.75 mg,60 szt.,5909990211845
21838,1333,Fenofibratum,Fenardin, kaps. twarde, 160 mg,30 szt.,5909990713974
21868,1363,Fentanylum,Fenta MX 50, system transdermalny, 50 µg/h,5 szt.,5909990054626
21869,1364,Fentanylum,Fenta MX 75, system transdermalny, 75 µg/h,5 szt.,5909990054664
21870,1365,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 100 µg/h,10 szt.,5909991204853
21871,1366,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 100 µg/h,5 szt.,5909990000098
21872,1367,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 25 µg/h,10 szt.,5909991204822
21873,1368,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 50 µg/h,10 szt.,5909991204839
21874,1369,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 50 µg/h,5 szt.,5909990000050
21875,1370,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 75 µg/h,10 szt.,5909991204846
21876,1371,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 75 µg/h,5 szt.,5909990000081
21877,1372,Fentanylum,Instanyl, aerozol do nosa# roztwór, 100 µg/dawkę,"1 but.po 2,9 ml (20 daw.)",5909990699735
21878,1373,Fentanylum,Instanyl, aerozol do nosa# roztwór, 200 µg/dawkę,1 but.po 5 ml (40 daw.),5909990699889
21879,1374,Fentanylum,Instanyl, aerozol do nosa# roztwór, 50 µg/dawkę,"1 but.po 1,8 ml (10 daw.)",5909990699643
21880,1375,Fentanylum,Matrifen 100 mikrogramów/godzinę system transdermalny, system transdermalny, 100 µg/h,5 szt.,5909990043330
21881,1376,Fentanylum,Matrifen 12 mikrogramów/godzinę system transdermalny, system transdermalny, 12 µg/h,5 szt.,5909990043163
21882,1377,Fentanylum,Matrifen 25 mikrogramów/godzinę system transdermalny, system transdermalny, 25 µg/h,5 szt.,5909990043279
21883,1378,Fentanylum,Matrifen 50 mikrogramów/godzinę system transdermalny, system transdermalny, 50 µg/h,5 szt.,5909990043385
21884,1379,Fentanylum,Matrifen 75 mikrogramów/godzinę system transdermalny, system transdermalny, 75 µg/h,5 szt.,5909990043224
21885,1380,Fentanylum,PecFent, aerozol do nosa# roztwór, 100 µg/dawkę,"1,55 ml (1 butelka)",5909990955503
21886,1381,Fentanylum,PecFent, aerozol do nosa# roztwór, 100 µg/dawkę,"4 but. po 1,55 ml",5909990955527
21887,1382,Fentanylum,PecFent, aerozol do nosa# roztwór, 400 µg/dawkę,"1,55 ml (1 butelka)",5909990955541
21888,1383,Fentanylum,PecFent, aerozol do nosa# roztwór, 400 µg/dawkę,"4 but. po 1,55 ml",5909990955558
21889,1384,Fentanylum,Vellofent, tabl. podjęzykowe, 133 µg,30 szt.,5909991074647
21890,1385,Fentanylum,Vellofent, tabl. podjęzykowe, 267 µg,30 szt.,5909991074685
21891,1386,Fentanylum,Vellofent, tabl. podjęzykowe, 400 µg,30 szt.,5909991074739
21892,1387,Fentanylum,Vellofent, tabl. podjęzykowe, 533 µg,30 szt.,5909991074777
21893,1388,Fentanylum,Vellofent, tabl. podjęzykowe, 67 µg,30 szt.,5909991074593
21894,1389,Fentanylum,Vellofent, tabl. podjęzykowe, 800 µg,30 szt.,5909991074821
21895,1390,Filgrastimum,Accofil, roztwór do wstrzykiwań lub infuzji, 30 mln j./0#5 ml,1 amp.-strz.,5055565713846
21896,1391,Filgrastimum,Accofil, roztwór do wstrzykiwań lub infuzji, 30 mln j./0#5 ml,5 amp.-strz.,5055565713860
21897,1392,Filgrastimum,Accofil, roztwór do wstrzykiwań lub infuzji, 30 mln j./0#5 ml,7 amp.-strz.,5055565726068
21898,1393,Filgrastimum,Accofil, roztwór do wstrzykiwań lub infuzji, 48 mln j./0#5 ml,1 amp.-strz.,5055565713853
21899,1394,Filgrastimum,Accofil, roztwór do wstrzykiwań lub infuzji, 48 mln j./0#5 ml,5 amp.-strz.,5055565713877
21900,1395,Filgrastimum,Accofil, roztwór do wstrzykiwań lub infuzji, 48 mln j./0#5 ml,7 amp.-strz.,5055565726075
21901,1396,Filgrastimum,Zarzio, roztwór do wstrzykiwań lub infuzji, 30 mln j./0#5 ml,"5 amp.-strz.po 0,5 ml",5909990687787
21902,1397,Filgrastimum,Zarzio, roztwór do wstrzykiwań lub infuzji, 48 mln j./0#5 ml,"5 amp.-strz.po 0,5 ml",5909990687848
21903,1398,Finasteridum,Adaster, tabl. powl., 5 mg,30 szt.,5909990711949
21904,1399,Finasteridum,Adaster, tabl. powl., 5 mg,90 szt.,5909990711987
21905,1400,Finasteridum,Androster, tabl. powl., 5 mg,30 szt.,5909990055470
21906,1401,Finasteridum,Androster, tabl. powl., 5 mg,90 szt.,5909990906154
21907,1402,Finasteridum,Antiprost, tabl. powl., 5 mg,30 szt.,5909990067770
21908,1403,Finasteridum,Apo-Fina, tabl. powl., 5 mg,30 szt.,5909990048670
21909,1404,Finasteridum,Apo-Fina, tabl. powl., 5 mg,90 szt.,5909990938797
21910,1405,Finasteridum,Finamef, tabl. powl., 5 mg,30 szt.,5909991222673
21911,1406,Finasteridum,Finamef, tabl. powl., 5 mg,30 szt.,5909991282288
21912,1407,Finasteridum,Finamef, tabl. powl., 5 mg,30 szt.,5909990713127
21913,1408,Finasteridum,Finamef, tabl. powl., 5 mg,90 szt.,5909990713141
21914,1409,Finasteridum,Finaran, tabl. powl., 5 mg,30 szt. (2 blist.po 15 szt.),5909990082391
21915,1410,Finasteridum,Finaster, tabl. powl., 5 mg,120 szt.,5909991207311
21916,1411,Finasteridum,Finaster, tabl. powl., 5 mg,30 szt. (2 blist.po 15 szt.),5909991151218
21917,1412,Finasteridum,Finaster, tabl. powl., 5 mg,90 szt.,5909990811045
21918,1413,Finasteridum,Finasterid Stada 5 mg tabletki powlekane, tabl. powl., 5 mg,30 szt.,5909990055098
21919,1414,Finasteridum,Finasterid Stada 5 mg tabletki powlekane, tabletki powlekane, 5 mg,90 tabl.,5909991289430
21920,1415,Finasteridum,Finasteridum Bluefish, tabl. powl., 5 mg,30 szt.,5909991096571
21921,1416,Finasteridum,Finasteridum Bluefish, tabl. powl., 5 mg,90 szt.,5909991096601
21922,1417,Finasteridum,Finpros 5 mg, tabl. powl., 5 mg,30 szt.,5909990017973
21923,1418,Finasteridum,Finxta, tabl. powl., 5 mg,28 szt.,5909990050895
21924,1419,Finasteridum,Hyplafin, tabl. powl., 5 mg,30 szt.,5909990017997
21925,1420,Finasteridum,Penester, tabl. powl., 5 mg,30 szt.,5909990077267
21926,1421,Finasteridum,Penester, tabl. powl., 5 mg,90 szt.,5909990077274
21927,1422,Finasteridum,Proscar, tabl. powl., 5 mg,28 szt. (2 blist.po 14 szt.),5909990362110
21928,1423,Finasteridum,Symasteride, tabl. powl., 5 mg,30 szt.,5909990074105
21929,1424,Finasteridum,Symasteride, tabl. powl., 5 mg,90 szt.,5909991107871
21930,1425,Finasteridum,Uronezyr, tabl. powl., 5 mg,30 szt.,5909991088842
21931,1426,Finasteridum,Zasterid, tabl. powl., 5 mg,28 szt.,5909991053710
21932,1427,Fluconazolum,Candifluc/Fluconazolum Aflofarm, syrop, 5 mg/ml,1 but. 150 ml,5909991257804
21933,1428,Fluconazolum,Flucofast, kaps. twarde, 100 mg,28 szt.,5909990662388
21934,1429,Fluconazolum,Flucofast, kaps. twarde, 100 mg,7 szt.,5909990662371
21935,1430,Fluconazolum,Flucofast, kaps., 150 mg,1 szt.,5909990490615
21936,1431,Fluconazolum,Flucofast, kaps. twarde, 150 mg,3 szt.,5907529466339
21937,1432,Fluconazolum,Flucofast, kaps. twarde, 200 mg,7 szt.,5909991283247
21938,1433,Fluconazolum,Flucofast, kaps., 50 mg,14 szt.,5909990490523
21939,1434,Fluconazolum,Flucofast, kaps., 50 mg,7 szt.,5909990490516
21940,1435,Fluconazolum,Fluconazin, syrop, 5 mg/ml,1 but.po 150 ml,5909991097219
21941,1436,Fluconazolum,Fluconazole Aurovitas, kaps. twarde, 100 mg,28 szt.,5909991462932
21942,1437,Fluconazolum,Fluconazole Aurovitas, kaps. twarde, 100 mg,7 szt.,5909991462871
21943,1438,Fluconazolum,Fluconazole Aurovitas, kaps. twarde, 200 mg,7 szt.,5909991463151
21944,1439,Fluconazolum,Fluconazole Genoptim, kaps. twarde, 100 mg,28 szt.,5909991262679
21945,1440,Fluconazolum,Fluconazole Genoptim, kaps. twarde, 100 mg,7 szt.,5909991262617
21946,1441,Fluconazolum,Fluconazole Genoptim, kaps. twarde, 50 mg,14 szt.,5909991262488
21947,1442,Fluconazolum,Fluconazole Genoptim, kaps. twarde, 50 mg,7 szt.,5909991262457
21948,1443,Fluconazolum,Fluconazole Hasco, syrop, 5 mg/ml,1 but. 150 ml,5909991273798
21949,1444,Fluconazolum,Fluconazole Polfarmex, tabl., 100 mg,28 szt.,5909990780181
21950,1445,Fluconazolum,Fluconazole Polfarmex, tabl., 100 mg,7 szt.,5909990859719
21951,1446,Fluconazolum,Fluconazole Polfarmex, tabl., 150 mg,1 szt.,5909990017874
21952,1447,Fluconazolum,Fluconazole Polfarmex, tabl., 150 mg,3 szt.,5909990017881
21953,1448,Fluconazolum,Fluconazole Polfarmex, tabl., 200 mg,14 szt.,5909991022556
21954,1449,Fluconazolum,Fluconazole Polfarmex, tabl., 200 mg,7 szt.,5909991022549
21955,1450,Fluconazolum,Fluconazole Polfarmex, syrop, 5 mg/ml,150 ml (but.),5909990859511
21956,1451,Fluconazolum,Fluconazole Polfarmex, tabl., 50 mg,14 szt.,5909990859610
21957,1452,Fluconazolum,Fluconazole Polfarmex, tabl., 50 mg,7 szt.,5909990859672
21958,1453,Fluconazolum,Fluconazolum Aflofarm, kaps. twarde, 100 mg,7 szt.,5909991423452
21959,1454,Fluconazolum,Fluconazolum Aflofarm, kaps. twarde, 200 mg,7 szt.,5909991423506
21960,1455,Fluconazolum,Fluconazolum Aflofarm, kaps. twarde, 50 mg,14 szt.,5909991423445
21961,1456,Fluconazolum,Flumycon, kaps. twarde, 100 mg,28 szt.,5909990869756
21962,1457,Fluconazolum,Flumycon, kaps. twarde, 100 mg,7 szt.,5909990869732
21963,1458,Fluconazolum,Flumycon, kaps. twarde, 150 mg,1 szt.,5909990869763
21964,1459,Fluconazolum,Flumycon, kaps. twarde, 150 mg,7 szt.,5909991365745
21965,1460,Fluconazolum,Flumycon, kaps. twarde, 200 mg,7 szt.,5909990869770
21966,1461,Fluconazolum,Flumycon, kaps. twarde, 50 mg,14 szt.,5909990869695
21967,1462,Fluconazolum,Flumycon, kaps. twarde, 50 mg,7 szt.,5909990869688
21968,1463,Fluconazolum,Fluxazol, kaps. twarde, 100 mg,7 szt.,5909991388270
21969,1464,Fluconazolum,Fluxazol, kaps. twarde, 150 mg,1 szt.,5909991388287
21970,1465,Fluconazolum,Fluxazol, kaps. twarde, 200 mg,7 szt.,5909991388294
21971,1466,Fluconazolum,Fluxazol, kaps. twarde, 50 mg,7 szt.,5909991388263
21972,1467,Fluconazolum,Mycosyst, kaps., 100 mg,28 szt.,5909990980611
21973,1468,Fluconazolum,Mycosyst, kaps., 100 mg,7 szt.,5909990642533
21974,1469,Fluconazolum,Mycosyst, kaps., 200 mg,7 szt.,5909991118914
21975,1470,Fluconazolum,Mycosyst, kaps., 50 mg,7 szt.,5909990980512
21976,1471,Fludrocortisonum,Cortineff, tabl., 100 µg,20 szt.,5904374007885
