,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean,grupa_limitowana,cena_hurtowa,cena_detaliczna,wysokosc_limitu,zakres_wskazan,poziom_odplatnosci,wysokosc_doplaty
4120,4121,Tramadolum + Paracetamolum,Palgotal, tabl. powl., 75+650 mg,30 szt.,5909991195076,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,11","14,86","14,51",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,70"
4121,4122,Tramadolum + Paracetamolum,Palgotal, tabl. powl., 75+650 mg,30 szt.,5909991195076,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,11","14,86","14,51",Nowotwory złośliwe,bezpłatny do limitu,"0,35"
4122,4123,Tramadolum + Paracetamolum,Poltram Combo, tabl. powl.," 37,5+325 mg",20 szt.,5909990840984,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","3,77","5,27","4,84",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"1,88"
4123,4124,Tramadolum + Paracetamolum,Poltram Combo, tabl. powl.," 37,5+325 mg",20 szt.,5909990840984,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","3,77","5,27","4,84",Nowotwory złośliwe,bezpłatny do limitu,"0,43"
4124,4125,Tramadolum + Paracetamolum,Poltram Combo, tabl. powl.," 37,5+325 mg",30 szt.,5909990840991,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,72","7,91","7,26",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,83"
4125,4126,Tramadolum + Paracetamolum,Poltram Combo, tabl. powl.," 37,5+325 mg",30 szt.,5909990840991,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,72","7,91","7,26",Nowotwory złośliwe,bezpłatny do limitu,"0,65"
4126,4127,Tramadolum + Paracetamolum,Poltram Combo, tabl. powl.," 37,5+325 mg",60 szt.,5909990841004,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,46","15,21","14,51",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"5,05"
4127,4128,Tramadolum + Paracetamolum,Poltram Combo, tabl. powl.," 37,5+325 mg",60 szt.,5909990841004,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,46","15,21","14,51",Nowotwory złośliwe,bezpłatny do limitu,"0,70"
4128,4129,Tramadolum + Paracetamolum,Poltram Combo, tabl. powl.," 37,5+325 mg",90 szt.,5909990981472,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","17,18","22,06","21,77",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,82"
4129,4130,Tramadolum + Paracetamolum,Poltram Combo, tabl. powl.," 37,5+325 mg",90 szt.,5909990981472,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","17,18","22,06","21,77",Nowotwory złośliwe,bezpłatny do limitu,"0,29"
4130,4131,Tramadolum + Paracetamolum,Poltram Combo Forte, tabl. powl., 75+650 mg,20 szt.,5909991283735,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","7,50","10,25","9,68",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"3,47"
4131,4132,Tramadolum + Paracetamolum,Poltram Combo Forte, tabl. powl., 75+650 mg,20 szt.,5909991283735,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","7,50","10,25","9,68",Nowotwory złośliwe,bezpłatny do limitu,"0,57"
4132,4133,Tramadolum + Paracetamolum,Poltram Combo Forte, tabl. powl., 75+650 mg,30 szt.,5909991283742,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,25","15,00","14,51",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,84"
4133,4134,Tramadolum + Paracetamolum,Poltram Combo Forte, tabl. powl., 75+650 mg,30 szt.,5909991283742,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,25","15,00","14,51",Nowotwory złośliwe,bezpłatny do limitu,"0,49"
4134,4135,Tramadolum + Paracetamolum,Poltram Combo Forte, tabl. powl., 75+650 mg,60 szt.,5909991283759,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","22,51","28,39","28,39",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"8,52"
4135,4136,Tramadolum + Paracetamolum,Poltram Combo Forte, tabl. powl., 75+650 mg,60 szt.,5909991283759,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","22,51","28,39","28,39",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
4136,4137,Tramadolum + Paracetamolum,Poltram Combo Forte, tabl. powl., 75+650 mg,90 szt.,5909991283766,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","33,76","41,33","41,33",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"12,40"
4137,4138,Tramadolum + Paracetamolum,Poltram Combo Forte, tabl. powl., 75+650 mg,90 szt.,5909991283766,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","33,76","41,33","41,33",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
4138,4139,Tramadolum + Paracetamolum,Tramadol + Paracetamol Genoptim, tabl. powl.," 37,5+325 mg",30 szt.,5909990964000,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,57","7,76","7,26",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,68"
4139,4140,Tramadolum + Paracetamolum,Tramadol + Paracetamol Genoptim, tabl. powl.," 37,5+325 mg",30 szt.,5909990964000,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,57","7,76","7,26",Nowotwory złośliwe,bezpłatny do limitu,"0,50"
4140,4141,Tramadolum + Paracetamolum,Tramadol + Paracetamol Genoptim, tabl. powl.," 37,5+325 mg",60 szt.,5909990964055,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,14","14,88","14,51",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,72"
4141,4142,Tramadolum + Paracetamolum,Tramadol + Paracetamol Genoptim, tabl. powl.," 37,5+325 mg",60 szt.,5909990964055,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,14","14,88","14,51",Nowotwory złośliwe,bezpłatny do limitu,"0,37"
4142,4143,Tramadolum + Paracetamolum,Tramapar, tabl. powl.," 37,5+325 mg",60 szt.,5909990959488,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,25","15,00","14,51",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,84"
4143,4144,Tramadolum + Paracetamolum,Tramapar, tabl. powl.," 37,5+325 mg",60 szt.,5909990959488,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,25","15,00","14,51",Nowotwory złośliwe,bezpłatny do limitu,"0,49"
4144,4145,Travoprostum,Rozatrav," krople do oczu, roztwór", 40 µg/ml,"1 but.a 2,5 ml",5906414003161,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednoskładnikowe i złożone","28,80","35,42","31,19",Jaskra,ryczałt,"7,43"
4145,4146,Travoprostum,Rozatrav," krople do oczu, roztwór", 40 µg/ml,"3 but.a 2,5 ml",5906414003178,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednoskładnikowe i złożone","86,42","99,04","93,57",Jaskra,ryczałt,"13,47"
4146,4147,Travoprostum,Rozatrav," krople do oczu, roztwór", 40 µg/ml,"4 but.a 2,5 ml",5900411002554,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednoskładnikowe i złożone","115,22","129,22","124,76",Jaskra,ryczałt,"15,13"
4147,4148,Travoprostum,Travatan," krople do oczu, roztwór", 0.04 mg/ml,"1 but.po 2,5 ml",5909990942619,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednoskładnikowe i złożone","43,09","49,71","31,19",Jaskra,ryczałt,"21,72"
4148,4149,Travoprostum,Travoprost Genoptim," krople do oczu, roztwór", 40 µg/ml,"1 but.po 2,5 ml",5909991197629,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednoskładnikowe i złożone","28,80","35,42","31,19",Jaskra,ryczałt,"7,43"
4149,4150,Travoprostum,Vizitrav," krople do oczu, roztwór", 40 µg/ml,"1 poj.a 2,5 ml",5909991321949,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednoskładnikowe i złożone","31,56","38,18","31,19",Jaskra,ryczałt,"10,19"
4150,4151,Travoprostum,Vizitrav," krople do oczu, roztwór", 40 µg/ml,"3 poj.a 2,5 ml",5909991321956,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednoskładnikowe i złożone","94,68","107,30","93,57",Jaskra,ryczałt,"21,73"
4151,4152,Travoprostum + Timololum,DuoTrav," krople do oczu, roztwór"," 0,04+5 mg/ml","1 but.po 2,5 ml",5909990586172,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednoskładnikowe i złożone","47,01","53,63","31,19",Jaskra,ryczałt,"25,64"
4152,4153,Travoprostum + Timololum,Rozaduo," krople do oczu, roztwór"," 0,04+5 mg/ml","1 but.a 2,5 ml",5909991347802,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednoskładnikowe i złożone","31,47","38,09","31,19",Jaskra,ryczałt,"10,10"
4153,4154,Travoprostum + Timololum,Rozaduo," krople do oczu, roztwór"," 0,04+5 mg/ml","3 but.a 2,5 ml",5909991347819,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednoskładnikowe i złożone","94,41","107,03","93,57",Jaskra,ryczałt,"21,46"
4154,4155,Travoprostum + Timololum,Rozaduo," krople do oczu, roztwór"," 0,04+5 mg/ml","4 but.a 2,5 ml",5909991347826,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednoskładnikowe i złożone","125,87","139,86","124,76",Jaskra,ryczałt,"25,77"
4155,4156,Travoprostum + Timololum,Travoprost+Timolol Genoptim," krople do oczu, roztwór"," 0,04+5 mg/ml","1 but.a 2,5 ml",5909991350420,"214.0, Leki przeciwjaskrowe - analogi prostaglandyn do stosowania do oczu - produkty jednoskładnikowe i złożone","31,47","38,09","31,19",Jaskra,ryczałt,"10,10"
4156,4157,Trazodoni hydrochloridum,Trittico XR, tabl. powl. o przedłużonym uwalnianiu, 300 mg,30 szt.,5909991094799,"187.0, Leki przeciwdepresyjne - inne","53,30","59,54","31,33",Choroby psychiczne lub upośledzenia umysłowe,30%,"37,61"
4157,4158,Trazodonum,Trittico CR, tabl. o przedłużonym uwalnianiu, 150 mg,20 szt. (2 blist.po 10 szt.),5909990918720,"187.0, Leki przeciwdepresyjne - inne","18,67","21,66","10,44",Choroby psychiczne lub upośledzenia umysłowe,30%,"14,35"
4158,4159,Trazodonum,Trittico CR, tabl. o przedłużonym uwalnianiu, 150 mg,60 szt. (6 blist.po 10 szt.),5909990715497,"187.0, Leki przeciwdepresyjne - inne","53,87","60,11","31,33",Choroby psychiczne lub upośledzenia umysłowe,30%,"38,18"
4159,4160,Trazodonum,Trittico CR, tabl. o przedłużonym uwalnianiu, 75 mg,30 szt. (2 blist.po 15 szt.),5909990918621,"187.0, Leki przeciwdepresyjne - inne","14,22","16,59","7,83",Choroby psychiczne lub upośledzenia umysłowe,30%,"11,11"
4160,4161,Triamcinolonum,Polcortolon, tabl., 4 mg,20 szt. (2 blist.po 10 szt.),5909990915446,"82.6, Kortykosteroidy do stosowania ogólnego - glikokortykoidy do podawania doustnego - triamcynolon","16,43","21,22","21,22",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,37"
4161,4162,Triptorelinum,"Diphereline SR 11,25 mg", proszek i rozpuszczalnik do sporządzania zawiesiny o przedłużonym uwalnianiu do wstrzykiwań, 11.25 mg,1 fiol. + 1 amp.po 2 ml + 1 strz. + 2 igły,5909990894413,"129.0, Leki przeciwnowotworowe i immunomodulujące - analogi hormonu uwalniającego gonadotropinę","587,41","612,67","563,14",Nowotwory złośliwe - Rak prostaty,ryczałt,"59,13"
4162,4163,Triptorelinum,"Diphereline SR 3,75", proszek i rozpuszczalnik do sporządzania zawiesiny o przedłużonym uwalnianiu do wstrzykiwań, 3.75 mg,1 fiol. + 1 amp.po 2 ml + 1 strz. + 2 igły,5909990486915,"129.0, Leki przeciwnowotworowe i immunomodulujące - analogi hormonu uwalniającego gonadotropinę","283,50","299,94","175,20",Nowotwory złośliwe - Rak prostaty,ryczałt,"127,94"
4163,4164,Triptorelinum,Gonapeptyl Daily, roztwór do wstrzykiwań, 0.1 mg/ml,7 amp.-strz.po 1 ml,5909990707553,"69.2, Leki stosowane w terapii hormonalnej – analogi hormonu uwalniającego gonadotropinę","164,43","181,04","181,04","Desensybilizacja przysadki mózgowej i zapobieganie przedwczesnej owulacji u pacjentek w wieku poniżej 40 roku życia, poddawanych kontrolowanej hiperstymulacji jajników - refundacja do 3 cykli",ryczałt,"3,20"
4164,4165,Tropicamidum,"Tropicamidum WZF 0,5%"," krople do oczu, roztwór", 5 mg/ml,10 ml (2x5 ml),5909990125524,"226.0, Leki antycholinergiczne do stosowania do oczu","6,80","10,34","10,34",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"3,20"
4165,4166,Tropicamidum,Tropicamidum WZF 1%," krople do oczu, roztwór", 10 mg/ml,10 ml (2x5 ml),5909990125623,"226.0, Leki antycholinergiczne do stosowania do oczu","10,21","13,75","13,75",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"3,20"
4166,4167,Umeclidinii bromidum,Incruse Ellipta, proszek do inhalacji, 55 μg,30 daw.,5909991108953,"201.2, Wziewne leki antycholinergiczne o długim działaniu - produkty jednoskładnikowe","106,96","119,94","102,56",Przewlekła obturacyjna choroba płuc – leczenie podtrzymujące u pacjentów powyżej 18 roku życia,30%,"48,15"
4167,4168,Umeclidinii bromidum + Vilanterolum,Anoro Ellipta," proszek do inhalacji, podzielony", 55+22 µg,1 inhalator po 30 dawek,5909991108984,"201.3, Wziewne leki antycholinergiczne o długim działaniu - produkty złożone z lekami beta-2-adrenergicznymi o długim działaniu","158,76","175,12","173,53",Przewlekła obturacyjna choroba płuc – leczenie podtrzymujące u pacjentów powyżej 18 roku życia,30%,"53,65"
4168,4169,Urofollitropinum,Fostimon, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 75 j.m./ml,1 fiol. z prosz.po 75 j.m. + 1 amp. z rozp.po 1 ml,5909991083212,"69.1, Hormony płciowe - gonadotropiny","58,97","70,75","70,75","Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli",ryczałt,"3,20"
4169,4170,"Vaccinum influenzae inactivatum ex corticis antigeniis praeparatum (Szczepionka przeciw grypie, antygen powierzchniowy, inaktywowana)",Influvac Tetra, zawiesina do wstrzykiwań w ampułko-strzykawce, 1 dawka,"1 amp.-strzyk. 0,5 ml z igłą",5909991347352,"247.0, Szczepionki przeciw grypie","39,69","47,83","45,76","Profilaktyka grypy u osób w wieku od 18. roku życia do 65. roku życia o zwiększonym ryzyku wystąpienia powikłań pogrypowych tj.: 1) po transplantacji narządów, 2) chorujących na niewydolność układu oddechowego, astmę oskrzelową, przewlekłą obturacyjną chorobę płuc, niewydolność układu krążenia, chorobę wieńcową, niewydolność nerek, nawracający zespół nerczycowy, choroby wątroby, choroby metaboliczne (w tym cukrzycę), choroby neurologiczne i neurorozwojowe; 3) w stanach obniżonej odporności (w tym po przeszczepie tkanek i chorujących na nowotwory układu krwiotwórczego) oraz u kobiet w ciąży",50%,"24,95"
4170,4171,Valganciclovirum,Sperart, tabletki powlekane, 450 mg,60 tabl.,5909991257354,"116.0, Leki przeciwwirusowe - walgancyklowir - postacie do stosowania doustnego","793,80","817,64","477,44",Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom narządów miąższowych - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 110 dni po przeszczepie; Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom nerek - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 200 dni po przeszczepie,ryczałt,"343,40"
4171,4172,Valganciclovirum,Valcyclox, tabletki powlekane, 450 mg,60 tabl.,5909991228620,"116.0, Leki przeciwwirusowe - walgancyklowir - postacie do stosowania doustnego","963,90","987,74","477,44",Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom narządów miąższowych - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 110 dni po przeszczepie; Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom nerek - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 200 dni po przeszczepie,ryczałt,"513,50"
4172,4173,Valganciclovirum,Valcyte, proszek do sporządzania roztworu doustnego, 50 mg/ml,1 but.po 12 g,5902768001082,"116.2, Leki przeciwwirusowe - walgancyklowir do stosowania doustnego - płynne postacie farmaceutyczne","1003,59","1041,18","1041,18",Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom narządów miąższowych - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 110 dni po przeszczepie - w przypadku udokumentowanych przeciwwskazań do stosowania walgancyklowiru w stałej doustnej postaci farmaceutycznej; Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom nerek - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 200 dni po przeszczepie - w przypadku udokumentowanych przeciwwskazań do stosowania walgancyklowiru w stałej doustnej postaci farmaceutycznej,ryczałt,"3,20"
4173,4174,Valganciclovirum,Valhit, tabl. powl., 450 mg,60 szt.,5909991284381,"116.0, Leki przeciwwirusowe - walgancyklowir - postacie do stosowania doustnego","453,60","477,44","477,44",<1>Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom narządów miąższowych - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 110 dni po przeszczepie; <2>Zakażenie wirusem cytomegalii u pacjentów poddawanych przeszczepom nerek - profilaktyka po zakończeniu hospitalizacji związanej z transplantacją do 200 dni po przeszczepie,ryczałt,"3,20"
